cast_id,cast_name
1242,Francesco Guzzo
1243,Raffaella Lebboroni
1244,Claudio Alfonsi
1245,Gil Baroni
1246,Massimo Bianchi
1247,Jürgen Bohn
1248,Verena Buratti
1249,Toshirô Mifune
1250,Takashi Shimura
1251,Keiko Tsushima
1252,Yukiko Shimazaki
1253,Kamatari Fujiwara
1254,Daisuke Katô
1255,Isao Kimura
1256,Minoru Chiaki
1257,Seiji Miyaguchi
1258,Yoshio Kosugi
1259,Bokuzen Hidari
1260,Yoshio Inaba
1261,Yoshio Tsuchiya
1262,Kokuten Kôdô
1263,Eijirô Tôno
1264,Kichijirô Ueda
1265,Jun Tatara
1266,Atsushi Watanabe
1267,Akira Ishihama
1268,Shima Iwashita
1269,Tetsurô Tanba
1270,Masao Mishima
1271,Ichirô Nakatani
1272,Kei Satô
1273,Hisashi Igawa
1274,Tôru Takeuchi
1275,Yoshirô Aoki
1276,Tatsuo Matsumura
1277,Akiji Kobayashi
1278,Ryûtarô Gomi
1279,Jô Azumi
1280,Nakajirô Tomita
1281,Shichisaburô Amatsu
1282,Mithun Chakraborty
1283,Anupam Kher
1284,Darshan Kumaar
1285,Pallavi Joshi
1286,Chinmay Mandlekar
1287,Puneet Issar
1288,Bhasha Sumbli
1289,Sourav Verma
1290,Mrinal Kulkarni
1291,Atul Srivastava
1292,Amaan Iqbal
1293,Meenakshi Chugh
1294,Navneet Gairola
1295,Atul Vishnoi
1296,Joaquin Phoenix
1297,Rogério Cardoso
1298,Denise Fraga
1299,Diogo Vilela
1300,Luís Melo
1301,Virginia Cavendish
1302,Bruno Garcia
1303,Enrique Diaz
1304,Maurício Gonçalves
1305,Aramis Trindade
1306,Marco Nanini
1307,Paulo Goulart
1308,Lima Duarte
1309,Dharmendra Aras
1310,Agratha Ashok
1311,Anand Babu
1312,Nagaratna Bhat
1313,Dhanveerrah
1314,B M Giriraj
1315,Nanda Gopal
1316,Ashwin Hassan
1317,Mahantesh Hiremath
1318,Ramesh Indira
1319,Shivaji Rao Jadhav
1320,J. Karthik
1321,Jayaram Karthik
1322,Mahathi Vijay Kumar
1323,Bhavya M.G.
1324,Chikkahejjaji Mahadev
1325,Fawad Khan
1326,Mahira Khan
1327,Hamza Ali Abbasi
1328,Humaima Malik
1329,Ali Raza
1330,Ahsan Khan
1331,Babar Ali
1332,Shafqat Cheema
1333,Nayyar Ejaz
1334,Resham
1335,Gohar Rasheed
1336,Ukasha Gul
1337,Faris Shafi
1338,Ali Azmat
1339,Zia Khan
1340,Aftab Haider
1341,Saima Baloch
1342,Raheela Agha
1343,Dragan Bjelogrlic
1344,Nikola Kojo
1345,Dragan Maksimovic
1346,Zoran Cvijanovic
1347,Milorad Mandic-Manda
1348,Dragan Petrovic-Pele
1349,Lisa Moncure
1350,Nikola Pejakovic
1351,Petar Bozovic
1352,Marko Kovijanic
1353,Dragan Zaric
1354,Admir Sehovic
1355,Milos Djuricic
1356,Vera Dedovic
1357,Branka Katic
1358,Milena Pavlovic
1359,Branko Vidakovic
1360,Kiran Rathod
1361,Santhana Bharathi
1362,Uma Riyaz Khan
1363,Yugi Sethu
1364,Balu Anand
1365,Seema
1366,Laxmi Rattan
1367,Chelladurai
1368,Hillaary
1369,Jacob
1370,Madhaiyyan
1371,Jaya Murali
1372,Muthukalai
1373,Dragan Micanovic
1374,Natasa Tapuskovic
1375,Nikola Simic
1376,Dragan Jovanovic
1377,Nikola Djuricko
1378,Isidora Minic
1379,Branimir Brstina
1380,Vesna Trivalic
1381,Maja Sabljic
1382,Dragomir Cumic
1383,Albena Stavreva
1384,Nenad Jezdic
1385,Igor Pervic
1386,Petar Cirica
1387,David Gilmour
1388,Roger Waters
1389,Richard Wright
1390,Nick Mason
1391,Pink Floyd
1392,Sumalatha
1393,Ashokan
1394,Babu Namboothiri
1395,Sreenath
1396,M.G. Soman
1397,Poojappura Radhakrishnan
1398,Santhakumari
1399,Sulakshana
1400,Jayalalitha
1401,Alex Mathew
1402,Anandavally
1403,Sphadikam George
1404,Rajan P. Dev
1405,Silk Smitha
1406,Chippy
1407,Arya Anup
1408,Bahadur
1409,N.L. Balakrishnan
1410,Paravoor Bharathan
1411,Luis Cancu
1412,Atman
1413,Berthony
1414,Bruno
1415,Frezno
1416,Ian
1417,Estima Joseph
1418,Leonard
1419,Maria
1420,Pepe Mujica
1421,Don Mullan
1422,Qusai
1423,Sophie
1424,Tjimuremo
1425,Yevgeny
1426,Kahraman Kiral
1427,Metin Akpinar
1428,Renan Fosforoglu
1429,Ahmet Kostarika
1430,Kamer Sadik
1431,Ali Osman Yuksel
1432,Ferenc Kállai
1433,Lajos Öze
1434,Zoltán Fábri
1435,Béla Both
1436,Georgette Mertzhradt
1437,Róbert Rátonyi
1438,Károly Bicskey
1439,Lili Monori
1440,László Vámos
1441,Ida Versényi
1442,György Bálint
1443,Pál Bánó
1444,Tibor Fehér
1445,József Iványi
1446,Pál Jákó
1447,György Kézdy
1448,Péter Korbuly
1449,Lajos Mezey
1450,Filiz Bozkurt
1451,Ali Ince
1452,Hayri Karabey
1453,Hakki Karadayi
1454,Renjini
1455,Poornam Vishwanathan
1456,Thikkurissy Sukumaran Nair
1457,Lizy
1458,Shanawas
1459,Unni Mary
1460,Joseph Vijay
1461,Sangeetha
1462,Anju Aravind
1463,Jai Ganesh
1464,Hemalatha
1465,Sheela Kaur
1466,Meesai Murugesan
1467,Nagesh
1468,Varalakshmi P.R.
1469,Singamuthu
1470,Malaysia Vasudevan
1471,C.R. Vijayakumari
1472,Russell Crowe
1473,Connie Nielsen
1474,Oliver Reed
1475,Richard Harris
1476,Derek Jacobi
1477,Djimon Hounsou
1478,David Schofield
1479,John Shrapnel
1480,Tomas Arana
1481,Ralf Moeller
1482,Spencer Treat Clark
1483,David Hemmings
1484,Tommy Flanagan
1485,Sven-Ole Thorsen
1486,Omid Djalili
1487,Nicholas McGaughey
1488,Chris Kell
1489,Zendaya
1490,Rebecca Ferguson
1491,Javier Bardem
1492,Josh Brolin
1493,Austin Butler
1494,Florence Pugh
1495,Dave Bautista
1496,Christopher Walken
1497,Léa Seydoux
1498,Stellan Skarsgård
1499,Charlotte Rampling
1500,Souheila Yacoub
1501,Roger Yuan
1502,Babs Olusanmokun
1503,Alison Halstead
1504,Giusi Merli
1505,Kait Tenison
1506,Sigourney Weaver
1507,Tom Skerritt
1508,John Hurt
1509,Veronica Cartwright
1510,Yaphet Kotto
1511,Bolaji Badejo
1512,Helen Horton
1513,Eddie Powell
1514,Sivakarthikeyan
1515,Sai Pallavi
1516,Bhuvan Arora
1517,Rahul Bose
1518,Lallu
1519,Shreekumar
1520,Umair Lateef
1521,Mir Salman
1522,Geetha Kailasam
1523,Shyamaprasad
1524,Shyam Mohan
1525,Anbu Thasan
1526,Ajaey Naga Raaman
1527,Gaurav Venkatesh
1528,Abhinav Raj
1529,Paul T Baby
1530,Sugamya Shankar
1531,Rohan Surya Kanuma Reddy
1532,Jamie Foxx
1533,Christoph Waltz
1534,Kerry Washington
1535,Walton Goggins
1536,Dennis Christopher
1537,James Remar
1538,David Steen
1539,Dana Gourrier
1540,Nichole Galicia
1541,Laura Cayouette
1542,Ato Essandoh
1543,Sammi Rotibi
1544,Clay Donahue Fontenot
1545,Escalante Lundy
1546,Miriam F. Glover
1547,Don Johnson
1548,Song Kang-ho
1549,Lee Sun-kyun
1550,Cho Yeo-jeong
1551,Choi Woo-sik
1552,Park So-dam
1553,Lee Jeong-eun
1554,Jang Hye-jin
1555,Park Myeong-hoon
1556,Jung Ji-so
1557,Jung Hyun-jun
1558,Park Keun-rok
1559,Jung Yi-seo
1560,Jo Jae-myeong
1561,Jung Ik-han
1562,Kim Kyu-baek
1563,Hwang In-kyung
1564,Ahn Seong-bong
1565,Kim Jin-hyung
1566,Miles Teller
1567,J.K. Simmons
1568,Melissa Benoist
1569,Paul Reiser
1570,Austin Stowell
1571,Nate Lang
1572,Chris Mulkey
1573,Damon Gupton
1574,Suanne Spoke
1575,Max Kasch
1576,Charlie Ian
1577,Jayson Blair
1578,Kofi Siriboe
1579,Kavita Patil
1580,C.J. Vana
1581,Tarik Lowe
1582,Tyler Kimball
1583,Rogelio Douglas Jr.
1584,Mark Wahlberg
1585,Martin Sheen
1586,Ray Winstone
1587,Vera Farmiga
1588,Anthony Anderson
1589,Alec Baldwin
1590,Kevin Corrigan
1591,James Badge Dale
1592,David O'Hara
1593,Robert Wahlberg
1594,Kristen Dalton
1595,Thomas B. Duffy
1596,Richard Hughes
1597,J.C. MacKenzie
1598,Jean Reno
1599,Natalie Portman
1600,Danny Aiello
1601,Peter Appel
1602,Willi One Blood
1603,Don Creech
1604,Keith A. Glascoe
1605,Randolph Scott
1606,Michael Badalucco
1607,Ellen Greene
1608,Elizabeth Regen
1609,Carl J. Matusovich
1610,Frank Senger
1611,Lucius Wyatt Cherokee
1612,Eric Challier
1613,Luc Bernard
1614,Maïwenn
1615,Hugh Jackman
1616,Scarlett Johansson
1617,Piper Perabo
1618,Rebecca Hall
1619,Samantha Mahurin
1620,David Bowie
1621,Daniel Davis
1622,Jim Piddock
1623,Christopher Neame
1624,Mark Ryan
1625,Roger Rees
1626,Jamie Harris
1627,Monty Stuart
1628,Ron Perkins
1629,Ricky Jay
1630,Michael J. Fox
1631,Lea Thompson
1632,Crispin Glover
1633,Tom Wilson
1634,Claudia Wells
1635,Marc McClure
1636,Wendie Jo Sperber
1637,George DiCenzo
1638,Frances Lee McCain
1639,James Tolkan
1640,J.J. Cohen
1641,Casey Siemaszko
1642,Billy Zane
1643,Harry Waters Jr.
1644,Donald Fullilove
1645,Lisa Freeman
1646,Cristen Kauffman
1647,Anthony Perkins
1648,Janet Leigh
1649,Vera Miles
1650,John Gavin
1651,John McIntire
1652,Simon Oakland
1653,Patricia Hitchcock
1654,Vaughn Taylor
1655,Lurene Tuttle
1656,John Anderson
1657,Mort Mills
1658,Fletcher Allen
1659,Walter Bacon
1660,Prudence Beers
1661,Kit Carson
1662,Johnny Clark
1663,Matthew Broderick
1664,Jeremy Irons
1665,James Earl Jones
1666,Whoopi Goldberg
1667,Rowan Atkinson
1668,Niketa Calame-Harris
1669,Jim Cummings
1670,Robert Guillaume
1671,Moira Kelly
1672,Nathan Lane
1673,Zoe Leader
1674,Cheech Marin
1675,Ernie Sabella
1676,Madge Sinclair
1677,Jonathan Taylor Thomas
1678,Frank Welker
1679,Cathy Cavadini
1680,Judi M. Durand
1681,Beverly D'Angelo
1682,Jennifer Lien
1683,Ethan Suplee
1684,Fairuza Balk
1685,Avery Brooks
1686,Elliott Gould
1687,Stacy Keach
1688,William Russ
1689,Guy Torry
1690,Joe Cortese
1691,Jason Bose Smith
1692,Antonio David Lyons
1693,Alex Sol
1694,Keram Malicki-Sánchez
1695,Giuseppe Andrews
1696,Michelle Christine White
1697,Gabriel Byrne
1698,Chazz Palminteri
1699,Stephen Baldwin
1700,Benicio Del Toro
1701,Kevin Pollak
1702,Suzy Amis
1703,Giancarlo Esposito
1704,Dan Hedaya
1705,Paul Bartel
1706,Carl Bressler
1707,Phillipe Simon
1708,Jack Shearer
1709,Christine Estabrook
1710,Clark Gregg
1711,Morgan Hunter
1712,Ken Daly
1713,Adrien Brody
1714,Thomas Kretschmann
1715,Frank Finlay
1716,Emilia Fox
1717,Michal Zebrowski
1718,Ed Stoppard
1719,Maureen Lipman
1720,Jessica Kate Meyer
1721,Julia Rayner
1722,Wanja Mues
1723,Richard Ridings
1724,Nomi Sharron
1725,Anthony Milner
1726,Lucy Skeaping
1727,Roddy Skeaping
1728,Ben Harlan
1729,Thomas Lawinky
1730,Joachim Paul Assböck
1731,François Cluzet
1732,Omar Sy
1733,Anne Le Ny
1734,Audrey Fleurot
1735,Joséphine de Meaux
1736,Clotilde Mollet
1737,Alba Gaïa Bellugi
1738,Cyril Mendy
1739,Salimata Kamate
1740,Absa Diatou Toure
1741,Grégoire Oestermann
1742,Dominique Daguier
1743,François Caron
1744,Christian Ameri
1745,Thomas Solivérès
1746,Dorothée Brière
1747,Marie-Laure Descoureaux
1748,Émilie Caen
1749,Anurag Kashyap
1750,Mamta Mohandas
1751,Natarajan Subramaniam
1752,Abhirami
1753,Divya Bharathi
1754,Singampuli
1755,Munishkanth
1756,Sachana Namidass
1757,Vinod Sagar
1758,Manigandan
1759,Kaalaiyan
1760,Mullai Arasi
1761,Bharathiraja
1762,Thenappan P.L.
1763,Poovaiyar
1764,Tsutomu Tatsumi
1765,Ayano Shiraishi
1766,Akemi Yamaguchi
1767,Yoshiko Shinohara
1768,Kôzô Hashida
1769,Masayo Sakai
1770,Kazumi Nozaki
1771,Yoshio Matsuoka
1772,Masahiro Kanetake
1773,Kiyoshi Yanagawa
1774,Hajime Maki
1775,Atsuo Omote
1776,Teruhisa Harita
1777,Hiroshi Tanaka
1778,Michio Denpô
1779,Shirô Tamaki
1780,Tadashi Nakamura
1781,Mika Sekita
1782,Humphrey Bogart
1783,Ingrid Bergman
1784,Paul Henreid
1785,Claude Rains
1786,Conrad Veidt
1787,Sydney Greenstreet
1788,Peter Lorre
1789,S.Z. Sakall
1790,Madeleine Lebeau
1791,Dooley Wilson
1792,Joy Page
1793,John Qualen
1794,Leonid Kinskey
1795,Curt Bois
1796,Abdullah Abbas
1797,Enrique Acosta
1798,Ed Agresti
1799,Arnet Amos
1800,Charles Bronson
1801,Claudia Cardinale
1802,Jason Robards
1803,Gabriele Ferzetti
1804,Paolo Stoppa
1805,Woody Strode
1806,Jack Elam
1807,Keenan Wynn
1808,Frank Wolff
1809,Lionel Stander
1810,Livio Andronico
1811,Salvatore Basile
1812,Aldo Berti
1813,Regina Elena Bisio
1814,Joseph Bradley
1815,Frank Braña
1816,Marilù Carteny
1817,Philippe Noiret
1818,Enzo Cannavale
1819,Antonella Attili
1820,Isa Danieli
1821,Leo Gullotta
1822,Marco Leonardi
1823,Pupella Maggio
1824,Agnese Nano
1825,Salvatore Cascio
1826,Tano Cimarosa
1827,Nicola Di Pinto
1828,Roberta Lena
1829,Nino Terzo
1830,Jacques Perrin
1831,Nellina Laganà
1832,Turi Giuffrida
1833,Mariella Lo Giudice
1834,Grace Kelly
1835,Wendell Corey
1836,Thelma Ritter
1837,Raymond Burr
1838,Judith Evelyn
1839,Ross Bagdasarian
1840,Georgine Darcy
1841,Sara Berner
1842,Frank Cady
1843,Jesslyn Fax
1844,Rand Harper
1845,Irene Winston
1846,Havis Davenport
1847,Jerry Antes
1848,Barbara Bailey
1849,Benny Bartlett
1850,Nick Borgani
1851,Charles Chaplin
1852,Paulette Goddard
1853,Henry Bergman
1854,Tiny Sandford
1855,Chester Conklin
1856,Hank Mann
1857,Stanley Blystone
1858,Al Ernest Garcia
1859,Richard Alexander
1860,Cecil Reynolds
1861,Mira McKinney
1862,Murdock MacQuarrie
1863,Wilfred Lucas
1864,Edward LeSaint
1865,Fred Malatesta
1866,Sammy Stein
1867,Juana Sutton
1868,Ted Oliver
1869,Kurt Kuenne
1870,Andrew Bagby
1871,David Bagby
1872,Kathleen Bagby
1873,Shirley Turner
1874,Zachary Andrew Turner
1875,Heather Arnold
1876,Jon Atkinson
1877,Bob Bagby
1878,Earlene Bagby
1879,James Bagby
1880,Linda Bagby
1881,Pat Bagby
1882,Jason Baldwin
1883,Derek Barnard
1884,John Barnard
1885,Paul Barnard
1886,Pete Barnard
1887,Virginia Cherrill
1888,Florence Lee
1889,Harry Myers
1890,Johnny Aber
1891,Jack Alexander
1892,T.S. Alexander
1893,Victor Alexander
1894,Albert Austin
1895,Harry Ayers
1896,Eddie Baker
1897,Edward Biby
1898,Betty Blair
1899,Buster Brodie
1900,Jeanne Carpenter
1901,Ayrton Senna
1902,Reginaldo Leme
1903,John Bisignano
1904,Neyde Senna
1905,Richard Williams
1906,Mili Okada
1907,Ron Dennis
1908,Viviane Senna
1909,Alain Prost
1910,Pierre Van Vliet
1911,Vera Lucia Caixeta
1912,Arnaldo Jabor
1913,Xuxa
1914,Jean-Marie Balestre
1915,Martin Donnelly
1916,Nelson Piquet
1917,Jackie Stewart
1918,Sid Watkins
1919,Mstyslav Chernov
1920,Evgeniy Maloletka
1921,Liudmyla Amelkina
1922,Roman Golovanov
1923,Zhanna Homa
1924,Oleksandr Ivanov
1925,Irina Kalinina
1926,Igor Konashenkov
1927,Sergey Lavrov
1928,Ernest Matskyavichyus
1929,Vasiliy Nebenzya
1930,Volodymyr Nikulin
1931,Vladimir Putin
1932,Anastasiya Yerashova
1933,Volodymyr Zelenskyy
1934,Patrick Disanto
1935,Dulquer Salmaan
1936,Mrunal Thakur
1937,Rashmika Mandanna
1938,Sumanth
1939,Bhoomika Chawla
1940,Tharun Bhascker Dhaassyam
1941,Sachin Khedekar
1942,Jisshu Sengupta
1943,Abhinaya
1944,Shatru
1945,Gautham Vasudev Menon
1946,Vennela Kishore
1947,Murli Sharma
1948,Pawan Chopra
1949,Neeraj Kabi
1950,Rukmini Vijay Kumar
1951,Eiji Okada
1952,Kôji Mitsui
1953,Hiroko Itô
1954,Sen Yano
1955,Ginzô Sekiguchi
1956,Robert Dunham
1957,Kiyohiko Ichihara
1958,Hideo Kanze
1959,Hiroyuki Nishimoto
1960,Tamotsu Tamura
1961,Trisha Krishnan
1962,Adithya Bhaskar
1963,Gouri Kishan
1964,Devadarshini Chetan
1965,Niyathi Kadambi
1966,Bagavathi Perumal
1967,Surya
1968,Rajkumar
1969,Murugadass
1970,Gowthamraj
1971,Varsha Bollamma
1972,Kavithalaya Krishnan
1973,Shyam Prasad
1974,Naattu Raja Durai
1975,Thousif Pasha
1976,Rihan Thakur
1977,Luigi Lo Cascio
1978,Alessio Boni
1979,Jasmine Trinca
1980,Adriana Asti
1981,Sonia Bergamasco
1982,Fabrizio Gifuni
1983,Maya Sansa
1984,Valentina Carnelutti
1985,Andrea Tidona
1986,Lidia Vitale
1987,Claudio Gioè
1988,Paolo Bonanni
1989,Giovanni Scifoni
1990,Riccardo Scamarcio
1991,Camilla Filippi
1992,Mario Schiano
1993,Michele Melega
1994,Thérèse Vaddem
1995,László Márkus
1996,Ferenc Bencze
1997,Sándor Horváth
1998,István Dégi
1999,Zoltán Latinovits
2000,Gábor Nagy
2001,György Bánffy
2002,József Vándor
2003,Noémi Apor
2004,Ildikó Pécsi
2005,Marianna Moór
2006,Rita Békés
2007,György Cserhalmi
2008,Gábor Kiss
2009,Gabriella Kiss
2010,Parsa Pirouzfar
2011,Shahab Hosseini
2012,Hande Erçel
2013,Burak Tozkoparan
2014,Boran Kuzum
2015,Bensu Soral
2016,Selma Ergeç
2017,Ibrahim Celikkol
2018,Halit Ergenç
2019,Hesam Manzour
2020,Tokhir Meliev
2021,André Bervil
2022,Jean Keraudy
2023,Michel Constantin
2024,Philippe Leroy
2025,Raymond Meunier
2026,Marc Michel
2027,Jean-Paul Coquelin
2028,Eddy Rasimi
2029,Albert Augier
2030,Jean Becker
2031,Mick Besson
2032,Georges Bielec
2033,Raymond Bour
2034,Lucien Camiret
2035,Philippe Dumat
2036,Durieu
2037,Gérard Hernandez
2038,Jean Luisi
2039,Chikage Awashima
2040,Ineko Arima
2041,Keiji Sada
2042,Sô Yamamura
2043,Kôji Nanbara
2044,Tôru Abe
2045,Eitarô Ozawa
2046,Akitake Kôno
2047,Nobuo Nakamura
2048,Kyû Sazanka
2049,Yasushi Nagata
2050,Shane Nigam
2051,Soubin Shahir
2052,Fahadh Faasil
2053,Mathew Thomas
2054,Ramesh Thilak
2055,Anna Ben
2056,Jasmine Metivier
2057,Grace Antony
2058,Sheela Rajkumar
2059,Riah Sarah
2060,Ambika Rao
2061,Baiju Ezhupunna
2062,Mirage
2063,Ajith Moorkoth
2064,Lali P.M.
2065,Ansal Palluruthy
2066,Waad Al-Kateab
2067,Sama Al-Khateab
2068,Hamza Al-Khateab
2069,Afra
2070,Salim
2071,Wisam
2072,Zain
2073,Naya
2074,Taima Al-Khateab
2075,Dana Abed
2076,Tia Alkerdi
2077,Yara Ibrahim
2078,Nani
2079,Shraddha Srinath
2080,Sathyaraj
2081,Ronit Kamra
2082,Harish Kalyan
2083,Viswant Duddumpudi
2084,Shishir Sharma
2085,Praveen
2086,Sanusha
2087,Brahmaji
2088,Sampath Raj
2089,Sanjay Swaroop
2090,Naveen Neni
2091,Komaram Jabardasth
2092,Sowmya
2093,Arya
2094,Pasupathy
2095,John Kokken
2096,Shabeer Kallarakkal
2097,Dushara Vijayan
2098,Anupama Kumar
2099,Kalaiyarasan
2100,Santhosh Prathap
2101,John Vijay
2102,Priyadarshini Rajkumar
2103,G.M. Sundar
2104,Vettai Muthukumar
2105,Sanchana Natarajan
2106,Tiger Thangadurai
2107,Kishore Kumar G.
2108,Abdhul
2109,Komal Mahuvakar
2110,Khushbu Sundar
2111,Anannthu
2112,Typist Gopu
2113,Jayabharathi
2114,R.N. Jayagopal
2115,Aachi Manorama
2116,Mayilsamy
2117,Crazy Mohan
2118,Venniradai Moorthy
2119,Ponnambalam
2120,Jackie Shroff
2121,Ravi Krishna
2122,Yasmin Ponnappa
2123,Rambo Raj Kumar
2124,Somasundaram
2125,Master Vasanth
2126,Ajay Raj
2127,Alex
2128,Boxer Arumugam
2129,Sai Dheena
2130,Jayashree
2131,K Karthikeyan
2132,Five Star Krishna
2133,Shakul Master
2134,Krishnakumar Ramakumar
2135,Ramesh
2136,Rogheyeh Chehreh-Azad
2137,Mohamad Ali Keshavarz
2138,Farimah Farjami
2139,Amin Tarokh
2140,Akbar Abdi
2141,Hamid Jebeli
2142,Jamshid Hashempur
2143,Hossein Kasbian
2144,Hamideh Kheirabadi
2145,Mahbubeh Bayat
2146,Akram Mohammadi
2147,Mohammad Abhari
2148,Mahmoud Basiri
2149,Mir Salah Hosseini
2150,Mahmood Lotfi
2151,Bahador Ebrahimi
2152,Amol Palekar
2153,Utpal Dutt
2154,Bindiya Goswami
2155,Deven Verma
2156,Shobha Khote
2157,Manju Singh
2158,Dina Pathak
2159,Pushpa
2160,David Abraham
2161,Yunus Parvez
2162,Ashwani
2163,Harish Magon
2164,Bhola Shah
2165,Amol Sen
2166,Siddharth
2167,Joshi
2168,Anjan Srivastav
2169,Ivana Mihic
2170,Andrija Mrkaic
2171,Sanja Vejnovic
2172,Dragana Varagic
2173,Miodrag Radovanovic
2174,Predrag Tasovac
2175,Branko Cvejic
2176,Milutin Butkovic
2177,Lidija Pletl
2178,Dara Calenic
2179,Yann Arthus-Bertrand
2180,Glenn Close
2181,Jacques Gamblin
2182,Nevra Serezli
2183,Metin Serezli
2184,Kadir Savun
2185,Zeki Alpan
2186,Osman Alyanak
2187,Ahmet Açan
2188,Nevzat Açikgöz
2189,Ali Demir
2190,Jale Efecik
2191,Kazim Eryüksel
2192,Hikmet Gül
2193,Nejat Gürçen
2194,Semsi Inkaya
2195,Alpay Izer
2196,Seyfettin Karadayi
2197,Rajinikanth
2198,Arvind Swamy
2199,Srividya
2200,Bhanupriya
2201,Jai Sankar
2202,Charu Haasan
2203,Thalapathi Dinesh
2204,Manoj K. Jayan
2205,Nirmalamma
2206,Sonu Walia
2207,Salih Sarikaya
2208,Muadelet Tibet
2209,Nezahat Tanyeri
2210,Nermin Özses
2211,Necdet Dogan
2212,Zuhal Üstüntas
2213,Türkan Soray
2214,Kadir Inanir
2215,Ahmet Mekin
2216,Hülya Tuglu
2217,Cengiz Sezici
2218,Nurhan Nur
2219,Elif Inci
2220,Perihan Doygun
2221,Günay Güner
2222,Mehmet Yigenoglu
2223,Erol Batibeki
2224,Levent Dönmez
2225,Göksel Kortay
2226,Pekcan Kosar
2227,Tijen Par
2228,Kamran Usluer
2229,Sachin Tendulkar
2230,Mikail Gandhi
2231,Anjali Tendulkar
2232,Mayur More
2233,Mayuresh Pem
2234,Ramakant Dayma
2235,Madhuri Bandiwdekar
2236,Arjun Tendulkar
2237,Sara Tendulkar
2238,Harsha Bhogle
2239,Boria Majumdar
2240,Virender Sehwag
2241,Mahendra Singh Dhoni
2242,Sourav Ganguly
2243,Amitabh Bachchan
2244,Akshay Bhagat
2245,Virat Kohli
2246,Viv Richards
2247,Dave Kilminster
2248,Snowy White
2249,G.E. Smith
2250,Jon Carin
2251,Harry Waters
2252,Graham Broad
2253,Robbie Wyckoff
2254,Jon Joyce
2255,Pat Lennon
2256,Mark Lennon
2257,Kipp Lennon
2258,Francesco Bugliosi
2259,Randon Cusma
2260,Marlo Fisken
2261,Dennis Heffernan
2262,Francois Jaubert
2263,Chris Kansy
2264,Steven Williams
2265,Daniel Roebuck
2266,Valerie Mikita
2267,Fairly Tull
2268,Edward Perotti
2269,Sky Soleil
2270,Nick Stellate
2271,Anthony Santucci
2272,Joe Wyka
2273,Adam Del Rio
2274,Geno Carvalho
2275,Durand Ford
2276,Shawny Hoops
2277,Dave Heintzelman
2278,Kevin Larson
2279,Rafael Meng
2280,Sal Munoz
2281,Eshwar Basha
2282,Chandrasekar
2283,Kutti Mani
2284,Raja
2285,Vinoth Sagar
2286,BTS
2287,RM
2288,Jin
2289,SUGA
2290,j-hope
2291,Jimin
2292,V
2293,Jungkook
2294,Dario Boatner
2295,Gabe Degutzman
2296,Andrew Elam
2297,Sheaden Gabriel
2298,Cameron Giles
2299,Sienna LaLau
2300,Jaime Mora
2301,Brynda Rowen
2302,Alexis Shon
2303,William B. Simmons II
2304,Diane Kruger
2305,Eli Roth
2306,Mélanie Laurent
2307,Michael Fassbender
2308,Daniel Brühl
2309,Til Schweiger
2310,Gedeon Burkhard
2311,Jacky Ido
2312,B.J. Novak
2313,Omar Doom
2314,August Diehl
2315,Denis Ménochet
2316,Sylvester Groth
2317,Martin Wuttke
2318,Mike Myers
2319,Zazie Beetz
2320,Frances Conroy
2321,Brett Cullen
2322,Bill Camp
2323,Glenn Fleshler
2324,Leigh Gill
2325,Josh Pais
2326,Rocco Luna
2327,Marc Maron
2328,Sondra James
2329,Murphy Guyer
2330,Douglas Hodge
2331,Dante Pereira-Olson
2332,Carrie Louise Putrello
2333,Sharon Washington
2334,Matthew Modine
2335,Alon Aboutboul
2336,Ben Mendelsohn
2337,Burn Gorman
2338,Daniel Sunjata
2339,Aidan Gillen
2340,Sam Kennard
2341,Aliash Tepina
2342,Robert Downey Jr.
2343,Chris Evans
2344,Mark Ruffalo
2345,Chris Hemsworth
2346,Jeremy Renner
2347,Don Cheadle
2348,Paul Rudd
2349,Benedict Cumberbatch
2350,Chadwick Boseman
2351,Brie Larson
2352,Tom Holland
2353,Karen Gillan
2354,Zoe Saldana
2355,Evangeline Lilly
2356,Tessa Thompson
2357,Rene Russo
2358,Elizabeth Olsen
2359,Shelley Duvall
2360,Danny Lloyd
2361,Barry Nelson
2362,Philip Stone
2363,Joe Turkel
2364,Anne Jackson
2365,Tony Burton
2366,Lia Beldam
2367,Billie Gibson
2368,Barry Dennen
2369,David Baxt
2370,Manning Redwood
2371,Lisa Burns
2372,Louise Burns
2373,Robin Pappas
2374,Alison Coleridge
2375,Michael Biehn
2376,Carrie Henn
2377,Lance Henriksen
2378,Bill Paxton
2379,William Hope
2380,Al Matthews
2381,Ricco Ross
2382,Colette Hiller
2383,Daniel Kash
2384,Cynthia Dale Scott
2385,Tip Tipping
2386,Trevor Steedman
2387,Paul Maxwell
2388,Valerie Colgan
2389,Frederic Forrest
2390,Sam Bottoms
2391,Albert Hall
2392,Dennis Hopper
2393,Jerry Ziesmer
2394,Bo Byers
2395,James Keane
2396,Kerry Rossall
2397,Ron McQueen
2398,Tom Mason
2399,Cynthia Wood
2400,Guy Pearce
2401,Mark Boone Junior
2402,Russ Fega
2403,Jorja Fox
2404,Stephen Tobolowsky
2405,Harriet Sansom Harris
2406,Thomas Lennon
2407,Callum Keith Rennie
2408,Kimberly Campbell
2409,Marianne Muellerleile
2410,Larry Holden
2411,Doshia Darmane
