Id,Title,Average Rating,Director,Writer,Metascore,Cast,Release Date,Country of Origin,Languages,Budget,Worldwide Gross,Runtime
344,Titicut Follies,7.7,Frederick Wiseman,,,,,United States,English,,,1 hour 24 minutes
